player,match_file,date,season,venue,team,opponent,winner,runs,balls_faced,fours,sixes,dismissed,pp_runs,pp_balls,mid_runs,mid_balls,death_runs,death_balls,dot_balls,season_start_year
Atharva Taide,1446104.json,2024-12-11,2024/25,"KSCA Cricket Ground, Alur",Vidarbha,Mumbai,Mumbai,66,41,10,1,1,35,20,31,21,0,0,11,2024
KK Nair,1446104.json,2024-12-11,2024/25,"KSCA Cricket Ground, Alur",Vidarbha,Mumbai,Mumbai,26,15,3,1,1,26,15,0,0,0,0,5,2024
PR Rekhade,1446104.json,2024-12-11,2024/25,"KSCA Cricket Ground, Alur",Vidarbha,Mumbai,Mumbai,1,2,0,0,1,1,1,0,1,0,0,1,2024
AV Wankhade,1446104.json,2024-12-11,2024/25,"KSCA Cricket Ground, Alur",Vidarbha,Mumbai,Mumbai,51,33,2,3,1,0,0,48,29,3,4,7,2024
SB Dubey,1446104.json,2024-12-11,2024/25,"KSCA Cricket Ground, Alur",Vidarbha,Mumbai,Mumbai,43,19,3,3,0,0,0,3,3,40,16,2,2024
JM Sharma,1446104.json,2024-12-11,2024/25,"KSCA Cricket Ground, Alur",Vidarbha,Mumbai,Mumbai,11,6,2,0,1,0,0,0,0,11,6,1,2024
MK Mahale,1446104.json,2024-12-11,2024/25,"KSCA Cricket Ground, Alur",Vidarbha,Mumbai,Mumbai,13,5,1,1,1,0,0,0,0,13,5,0,2024
PP Shaw,1446104.json,2024-12-11,2024/25,"KSCA Cricket Ground, Alur",Mumbai,Vidarbha,Mumbai,49,26,5,4,1,49,21,0,5,0,0,12,2024
AM Rahane,1446104.json,2024-12-11,2024/25,"KSCA Cricket Ground, Alur",Mumbai,Vidarbha,Mumbai,84,45,10,3,1,31,16,53,28,0,1,8,2024
SS Iyer,1446104.json,2024-12-11,2024/25,"KSCA Cricket Ground, Alur",Mumbai,Vidarbha,Mumbai,5,5,0,0,1,0,0,5,5,0,0,1,2024
SA Yadav,1446104.json,2024-12-11,2024/25,"KSCA Cricket Ground, Alur",Mumbai,Vidarbha,Mumbai,9,7,1,0,1,0,0,9,7,0,0,3,2024
S Dube,1446104.json,2024-12-11,2024/25,"KSCA Cricket Ground, Alur",Mumbai,Vidarbha,Mumbai,37,22,1,2,0,0,0,7,9,30,13,2,2024
Suryansh Shedge,1446104.json,2024-12-11,2024/25,"KSCA Cricket Ground, Alur",Mumbai,Vidarbha,Mumbai,36,12,1,4,0,0,0,0,0,36,12,0,2024
Mrunal Devdhar,1157167.json,2019-02-27,2018/19,Emerald Heights International School Ground,Railways,Mumbai,Railways,43,20,2,5,1,43,20,0,0,0,0,8,2018
Pratham Singh,1157167.json,2019-02-27,2018/19,Emerald Heights International School Ground,Railways,Mumbai,Railways,89,60,9,3,1,22,14,33,27,34,19,17,2018
Prashant Awasthi,1157167.json,2019-02-27,2018/19,Emerald Heights International School Ground,Railways,Mumbai,Railways,0,2,0,0,1,0,2,0,0,0,0,2,2018
Abhinav Dixit,1157167.json,2019-02-27,2018/19,Emerald Heights International School Ground,Railways,Mumbai,Railways,14,18,0,1,1,0,0,14,18,0,0,9,2018
AG Paunikar,1157167.json,2019-02-27,2018/19,Emerald Heights International School Ground,Railways,Mumbai,Railways,10,3,1,1,1,0,0,10,3,0,0,1,2018
Amit Chopra,1157167.json,2019-02-27,2018/19,Emerald Heights International School Ground,Railways,Mumbai,Railways,14,15,1,0,0,0,0,8,6,6,9,5,2018
Ashish Yadav,1157167.json,2019-02-27,2018/19,Emerald Heights International School Ground,Railways,Mumbai,Railways,2,3,0,0,0,0,0,0,0,2,3,1,2018
PP Shaw,1157167.json,2019-02-27,2018/19,Emerald Heights International School Ground,Mumbai,Railways,Railways,6,3,0,1,1,6,3,0,0,0,0,2,2018
SS Iyer,1157167.json,2019-02-27,2018/19,Emerald Heights International School Ground,Mumbai,Railways,Railways,16,14,1,1,1,16,14,0,0,0,0,6,2018
AM Rahane,1157167.json,2019-02-27,2018/19,Emerald Heights International School Ground,Mumbai,Railways,Railways,4,3,1,0,1,4,3,0,0,0,0,2,2018
SA Yadav,1157167.json,2019-02-27,2018/19,Emerald Heights International School Ground,Mumbai,Railways,Railways,38,33,5,0,1,5,9,33,24,0,0,13,2018
SD Lad,1157167.json,2019-02-27,2018/19,Emerald Heights International School Ground,Mumbai,Railways,Railways,2,6,0,0,1,2,6,0,0,0,0,5,2018
Shubham Ranjane,1157167.json,2019-02-27,2018/19,Emerald Heights International School Ground,Mumbai,Railways,Railways,13,12,1,0,1,1,1,12,11,0,0,2,2018
AP Tare,1157167.json,2019-02-27,2018/19,Emerald Heights International School Ground,Mumbai,Railways,Railways,10,9,1,0,1,0,0,10,9,0,0,2,2018
SZ Mulani,1157167.json,2019-02-27,2018/19,Emerald Heights International School Ground,Mumbai,Railways,Railways,1,2,0,0,1,0,0,1,2,0,0,1,2018
SN Thakur,1157167.json,2019-02-27,2018/19,Emerald Heights International School Ground,Mumbai,Railways,Railways,9,13,0,0,1,0,0,4,6,5,7,5,2018
DS Kulkarni,1157167.json,2019-02-27,2018/19,Emerald Heights International School Ground,Mumbai,Railways,Railways,13,12,2,0,1,0,0,2,2,11,10,5,2018
TU Deshpande,1157167.json,2019-02-27,2018/19,Emerald Heights International School Ground,Mumbai,Railways,Railways,4,2,1,0,0,0,0,0,0,4,2,1,2018
T Kohli,1157188.json,2019-02-28,2018/19,DRIEMS Ground,Mizoram,Arunachal Pradesh,Arunachal Pradesh,52,32,8,1,1,43,22,9,10,0,0,12,2018
Akhil Rajput,1157188.json,2019-02-28,2018/19,DRIEMS Ground,Mizoram,Arunachal Pradesh,Arunachal Pradesh,17,20,1,1,1,8,14,9,6,0,0,11,2018
Lalhruaizela,1157188.json,2019-02-28,2018/19,DRIEMS Ground,Mizoram,Arunachal Pradesh,Arunachal Pradesh,16,30,0,0,1,0,0,11,23,5,7,14,2018
Lalhmangaiha,1157188.json,2019-02-28,2018/19,DRIEMS Ground,Mizoram,Arunachal Pradesh,Arunachal Pradesh,0,4,0,0,1,0,0,0,4,0,0,4,2018
Sinan Khadir,1157188.json,2019-02-28,2018/19,DRIEMS Ground,Mizoram,Arunachal Pradesh,Arunachal Pradesh,10,11,1,0,1,0,0,10,11,0,0,4,2018
K Vanlalruata,1157188.json,2019-02-28,2018/19,DRIEMS Ground,Mizoram,Arunachal Pradesh,Arunachal Pradesh,1,2,0,0,1,0,0,0,0,1,2,1,2018
Lalhruai Ralte,1157188.json,2019-02-28,2018/19,DRIEMS Ground,Mizoram,Arunachal Pradesh,Arunachal Pradesh,8,9,0,0,1,0,0,0,0,8,9,3,2018
G Lalbiakvela,1157188.json,2019-02-28,2018/19,DRIEMS Ground,Mizoram,Arunachal Pradesh,Arunachal Pradesh,5,6,0,0,1,0,0,0,0,5,6,3,2018
Parvez Ahmed,1157188.json,2019-02-28,2018/19,DRIEMS Ground,Mizoram,Arunachal Pradesh,Arunachal Pradesh,5,4,0,0,0,0,0,0,0,5,4,1,2018
Lalnunkima Varte,1157188.json,2019-02-28,2018/19,DRIEMS Ground,Mizoram,Arunachal Pradesh,Arunachal Pradesh,1,2,0,0,0,0,0,0,0,1,2,1,2018
Samarth Seth,1157188.json,2019-02-28,2018/19,DRIEMS Ground,Arunachal Pradesh,Mizoram,Arunachal Pradesh,66,35,10,1,0,33,20,33,15,0,0,7,2018
Techi Doria,1157188.json,2019-02-28,2018/19,DRIEMS Ground,Arunachal Pradesh,Mizoram,Arunachal Pradesh,20,13,3,1,1,20,13,0,0,0,0,7,2018
Suheh Hussain,1157188.json,2019-02-28,2018/19,DRIEMS Ground,Arunachal Pradesh,Mizoram,Arunachal Pradesh,18,15,1,1,1,1,3,17,12,0,0,7,2018
Kshitiz Sharma,1157188.json,2019-02-28,2018/19,DRIEMS Ground,Arunachal Pradesh,Mizoram,Arunachal Pradesh,17,7,1,2,0,0,0,17,7,0,0,3,2018
Atharva Taide,1333054.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Vidarbha,Mumbai,Mumbai,29,22,3,1,1,26,17,3,5,0,0,9,2022
Sanjay Raghunath,1333054.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Vidarbha,Mumbai,Mumbai,4,5,1,0,1,4,5,0,0,0,0,4,2022
Akshay Wadkar,1333054.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Vidarbha,Mumbai,Mumbai,1,5,0,0,1,1,5,0,0,0,0,4,2022
AV Wankhade,1333054.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Vidarbha,Mumbai,Mumbai,34,26,3,2,1,6,9,28,17,0,0,11,2022
Akshay Karnewar,1333054.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Vidarbha,Mumbai,Mumbai,12,7,1,1,1,0,0,12,7,0,0,3,2022
SB Dubey,1333054.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Vidarbha,Mumbai,Mumbai,19,22,1,0,1,0,0,17,16,2,6,8,2022
JM Sharma,1333054.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Vidarbha,Mumbai,Mumbai,46,24,3,3,0,0,0,7,9,39,15,4,2022
DG Nalkande,1333054.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Vidarbha,Mumbai,Mumbai,5,6,0,0,1,0,0,0,0,5,6,1,2022
UT Yadav,1333054.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Vidarbha,Mumbai,Mumbai,2,3,0,0,0,0,0,0,0,2,3,1,2022
PP Shaw,1333054.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Mumbai,Vidarbha,Mumbai,34,21,2,3,1,31,13,3,8,0,0,8,2022
AM Rahane,1333054.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Mumbai,Vidarbha,Mumbai,5,4,1,0,1,5,4,0,0,0,0,2,2022
YBK Jaiswal,1333054.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Mumbai,Vidarbha,Mumbai,12,8,1,1,1,12,8,0,0,0,0,4,2022
SS Iyer,1333054.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Mumbai,Vidarbha,Mumbai,73,44,7,4,1,12,11,61,32,0,1,15,2022
SN Khan,1333054.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Mumbai,Vidarbha,Mumbai,27,19,2,1,1,0,0,18,14,9,5,5,2022
S Dube,1333054.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Mumbai,Vidarbha,Mumbai,13,4,0,2,0,0,0,0,0,13,4,1,2022
SZ Mulani,1333054.json,2022-11-03,2022/23,"Eden Gardens, Kolkata",Mumbai,Vidarbha,Mumbai,1,1,0,0,0,0,0,0,0,1,1,0,2022
SK Patel,1130666.json,2018-01-08,2017/18,JSCA International Stadium Complex,Tripura,Assam,Tripura,42,30,5,1,1,17,13,25,17,0,0,8,2017
U U Bose,1130666.json,2018-01-08,2017/18,JSCA International Stadium Complex,Tripura,Assam,Tripura,22,16,3,1,1,22,16,0,0,0,0,8,2017
Yashpal Singh,1130666.json,2018-01-08,2017/18,JSCA International Stadium Complex,Tripura,Assam,Tripura,56,45,6,0,1,12,7,24,23,20,15,9,2017
NN Sen Chowdhary,1130666.json,2018-01-08,2017/18,JSCA International Stadium Complex,Tripura,Assam,Tripura,20,19,1,0,1,0,0,16,14,4,5,5,2017
Manisankar Murasingh,1130666.json,2018-01-08,2017/18,JSCA International Stadium Complex,Tripura,Assam,Tripura,9,5,0,1,1,0,0,0,0,9,5,1,2017
Gurinder Singh,1130666.json,2018-01-08,2017/18,JSCA International Stadium Complex,Tripura,Assam,Tripura,9,4,0,1,0,0,0,0,0,9,4,1,2017
KK Acharjee,1130666.json,2018-01-08,2017/18,JSCA International Stadium Complex,Tripura,Assam,Tripura,1,1,0,0,0,0,0,0,0,1,1,0,2017
Pallav Kumar Das,1130666.json,2018-01-08,2017/18,JSCA International Stadium Complex,Assam,Tripura,Tripura,14,9,3,0,1,14,9,0,0,0,0,5,2017
Swarupam Purkayastha,1130666.json,2018-01-08,2017/18,JSCA International Stadium Complex,Assam,Tripura,Tripura,1,5,0,0,1,1,5,0,0,0,0,4,2017
Rajdeep Das,1130666.json,2018-01-08,2017/18,JSCA International Stadium Complex,Assam,Tripura,Tripura,0,1,0,0,1,0,1,0,0,0,0,1,2017
Sibsankar Roy,1130666.json,2018-01-08,2017/18,JSCA International Stadium Complex,Assam,Tripura,Tripura,46,34,4,1,1,25,15,21,19,0,0,7,2017
Pritam Debnath,1130666.json,2018-01-08,2017/18,JSCA International Stadium Complex,Assam,Tripura,Tripura,3,4,0,0,1,3,4,0,0,0,0,2,2017
Amit Sinha,1130666.json,2018-01-08,2017/18,JSCA International Stadium Complex,Assam,Tripura,Tripura,64,53,2,2,0,0,2,38,31,26,20,12,2017
Rajjakuddin Ahmed,1130666.json,2018-01-08,2017/18,JSCA International Stadium Complex,Assam,Tripura,Tripura,7,3,0,1,1,0,0,7,3,0,0,1,2017
Nipan Deka,1130666.json,2018-01-08,2017/18,JSCA International Stadium Complex,Assam,Tripura,Tripura,2,3,0,0,1,0,0,1,1,1,2,1,2017
AN Ahmed,1130666.json,2018-01-08,2017/18,JSCA International Stadium Complex,Assam,Tripura,Tripura,5,7,0,0,1,0,0,0,0,5,7,2,2017
Pritam Das,1130666.json,2018-01-08,2017/18,JSCA International Stadium Complex,Assam,Tripura,Tripura,1,1,0,0,0,0,0,0,0,1,1,0,2017
MA Agarwal,1280279.json,2021-11-09,2021/22,Nehru Stadium,Karnataka,Bengal,Bengal,4,3,1,0,1,4,3,0,0,0,0,2,2021
MK Pandey,1280279.json,2021-11-09,2021/22,Nehru Stadium,Karnataka,Bengal,Bengal,32,27,3,1,1,20,17,12,10,0,0,10,2021
D Padikkal,1280279.json,2021-11-09,2021/22,Nehru Stadium,Karnataka,Bengal,Bengal,0,1,0,0,1,0,1,0,0,0,0,1,2021
KK Nair,1280279.json,2021-11-09,2021/22,Nehru Stadium,Karnataka,Bengal,Bengal,44,44,5,0,1,15,15,29,28,0,1,19,2021
Aniruddha Joshi,1280279.json,2021-11-09,2021/22,Nehru Stadium,Karnataka,Bengal,Bengal,12,18,0,0,1,0,0,11,16,1,2,6,2021
K Gowtham,1280279.json,2021-11-09,2021/22,Nehru Stadium,Karnataka,Bengal,Bengal,7,11,0,0,1,0,0,0,0,7,11,5,2021
BR Sharath,1280279.json,2021-11-09,2021/22,Nehru Stadium,Karnataka,Bengal,Bengal,10,6,1,1,1,0,0,0,0,10,6,4,2021
J Suchith,1280279.json,2021-11-09,2021/22,Nehru Stadium,Karnataka,Bengal,Bengal,8,5,1,0,0,0,0,0,0,8,5,1,2021
Vijaykumar Vyshak,1280279.json,2021-11-09,2021/22,Nehru Stadium,Karnataka,Bengal,Bengal,3,3,0,0,1,0,0,0,0,3,3,1,2021
KC Cariappa,1280279.json,2021-11-09,2021/22,Nehru Stadium,Karnataka,Bengal,Bengal,3,2,0,0,0,0,0,0,0,3,2,0,2021
Sudip Chatterjee,1280279.json,2021-11-09,2021/22,Nehru Stadium,Bengal,Karnataka,Bengal,4,3,1,0,1,4,3,0,0,0,0,2,2021
Writtick Chatterjee,1280279.json,2021-11-09,2021/22,Nehru Stadium,Bengal,Karnataka,Bengal,18,9,2,1,1,18,9,0,0,0,0,3,2021
AR Easwaran,1280279.json,2021-11-09,2021/22,Nehru Stadium,Bengal,Karnataka,Bengal,51,49,5,1,0,14,16,33,26,4,7,20,2021
WP Saha,1280279.json,2021-11-09,2021/22,Nehru Stadium,Bengal,Karnataka,Bengal,27,23,2,1,1,8,8,19,15,0,0,9,2021
Kaif Ahmad,1280279.json,2021-11-09,2021/22,Nehru Stadium,Bengal,Karnataka,Bengal,34,24,5,0,0,0,0,20,13,14,11,6,2021
BB Ghosh,1332995.json,2022-10-18,2022/23,"Sawai Mansingh Stadium, Jaipur",Tripura,Puducherry,Tripura,1,3,0,0,1,1,3,0,0,0,0,2,2022
Bikramkumar Das,1332995.json,2022-10-18,2022/23,"Sawai Mansingh Stadium, Jaipur",Tripura,Puducherry,Tripura,61,56,5,0,1,20,22,35,30,6,4,16,2022
WP Saha,1332995.json,2022-10-18,2022/23,"Sawai Mansingh Stadium, Jaipur",Tripura,Puducherry,Tripura,1,3,0,0,1,1,3,0,0,0,0,2,2022
Sudip Chatterjee,1332995.json,2022-10-18,2022/23,"Sawai Mansingh Stadium, Jaipur",Tripura,Puducherry,Tripura,46,32,4,1,1,18,9,28,23,0,0,7,2022
Rajat Dey,1332995.json,2022-10-18,2022/23,"Sawai Mansingh Stadium, Jaipur",Tripura,Puducherry,Tripura,6,7,0,0,1,0,0,1,1,5,6,2,2022
Manisankar Murasingh,1332995.json,2022-10-18,2022/23,"Sawai Mansingh Stadium, Jaipur",Tripura,Puducherry,Tripura,11,6,0,1,1,0,0,0,0,11,6,1,2022
D Khatri,1332995.json,2022-10-18,2022/23,"Sawai Mansingh Stadium, Jaipur",Tripura,Puducherry,Tripura,13,7,1,1,0,0,0,0,0,13,7,3,2022
Rana Dutta,1332995.json,2022-10-18,2022/23,"Sawai Mansingh Stadium, Jaipur",Tripura,Puducherry,Tripura,14,7,2,0,0,0,0,0,0,14,7,1,2022
Damodaran Rohit,1332995.json,2022-10-18,2022/23,"Sawai Mansingh Stadium, Jaipur",Puducherry,Tripura,Tripura,15,9,3,0,1,15,9,0,0,0,0,4,2022
Ramachandran Ragupathy,1332995.json,2022-10-18,2022/23,"Sawai Mansingh Stadium, Jaipur",Puducherry,Tripura,Tripura,0,1,0,0,1,0,1,0,0,0,0,1,2022
Y Avinash Jadhav,1332995.json,2022-10-18,2022/23,"Sawai Mansingh Stadium, Jaipur",Puducherry,Tripura,Tripura,22,15,3,1,1,22,15,0,0,0,0,8,2022
Parameeswaran Sivaraman,1332995.json,2022-10-18,2022/23,"Sawai Mansingh Stadium, Jaipur",Puducherry,Tripura,Tripura,0,4,0,0,1,0,3,0,1,0,0,4,2022
Ankit Sharma,1332995.json,2022-10-18,2022/23,"Sawai Mansingh Stadium, Jaipur",Puducherry,Tripura,Tripura,25,23,3,0,1,10,8,15,15,0,0,8,2022
Mohit Mittan,1332995.json,2022-10-18,2022/23,"Sawai Mansingh Stadium, Jaipur",Puducherry,Tripura,Tripura,25,21,2,1,1,0,0,25,21,0,0,7,2022
KB Arun Karthik,1332995.json,2022-10-18,2022/23,"Sawai Mansingh Stadium, Jaipur",Puducherry,Tripura,Tripura,5,7,0,0,1,0,0,5,6,0,1,3,2022
Marimuthu Vikneshwaran,1332995.json,2022-10-18,2022/23,"Sawai Mansingh Stadium, Jaipur",Puducherry,Tripura,Tripura,34,29,2,2,0,0,0,10,11,24,18,13,2022
Bharat Sharma,1332995.json,2022-10-18,2022/23,"Sawai Mansingh Stadium, Jaipur",Puducherry,Tripura,Tripura,6,6,1,0,1,0,0,0,0,6,6,3,2022
Sagar Udeshi,1332995.json,2022-10-18,2022/23,"Sawai Mansingh Stadium, Jaipur",Puducherry,Tripura,Tripura,3,5,0,0,0,0,0,0,0,3,5,2,2022
Rohan Kunnummal,1280296.json,2021-11-18,2021/22,Arun Jaitley Stadium,Kerala,Tamil Nadu,Tamil Nadu,51,43,5,0,1,27,23,24,20,0,0,15,2021
Mohammed Azharuddeen,1280296.json,2021-11-18,2021/22,Arun Jaitley Stadium,Kerala,Tamil Nadu,Tamil Nadu,15,14,2,0,1,15,13,0,1,0,0,5,2021
Sachin Baby,1280296.json,2021-11-18,2021/22,Arun Jaitley Stadium,Kerala,Tamil Nadu,Tamil Nadu,33,32,0,1,1,0,0,26,24,7,8,7,2021
SV Samson,1280296.json,2021-11-18,2021/22,Arun Jaitley Stadium,Kerala,Tamil Nadu,Tamil Nadu,0,2,0,0,1,0,0,0,2,0,0,2,2021
Vishnu Vinod,1280296.json,2021-11-18,2021/22,Arun Jaitley Stadium,Kerala,Tamil Nadu,Tamil Nadu,65,26,2,7,0,0,0,9,7,56,19,5,2021
MS Akhil,1280296.json,2021-11-18,2021/22,Arun Jaitley Stadium,Kerala,Tamil Nadu,Tamil Nadu,9,4,2,0,0,0,0,0,0,9,4,1,2021
Hari Nishaanth,1280296.json,2021-11-18,2021/22,Arun Jaitley Stadium,Tamil Nadu,Kerala,Tamil Nadu,32,22,2,2,1,32,21,0,1,0,0,7,2021
N Jagadeesan,1280296.json,2021-11-18,2021/22,Arun Jaitley Stadium,Tamil Nadu,Kerala,Tamil Nadu,7,7,0,1,1,7,7,0,0,0,0,5,2021
B Sai Sudharsan,1280296.json,2021-11-18,2021/22,Arun Jaitley Stadium,Tamil Nadu,Kerala,Tamil Nadu,46,31,7,0,1,11,9,35,22,0,0,9,2021
V Shankar,1280296.json,2021-11-18,2021/22,Arun Jaitley Stadium,Tamil Nadu,Kerala,Tamil Nadu,33,26,1,2,1,0,0,31,22,2,4,7,2021
R Sanjay Yadav,1280296.json,2021-11-18,2021/22,Arun Jaitley Stadium,Tamil Nadu,Kerala,Tamil Nadu,32,22,1,2,1,0,0,6,9,26,13,4,2021
M Shahrukh Khan,1280296.json,2021-11-18,2021/22,Arun Jaitley Stadium,Tamil Nadu,Kerala,Tamil Nadu,19,9,0,2,0,0,0,0,0,19,9,1,2021
M Mohammed,1280296.json,2021-11-18,2021/22,Arun Jaitley Stadium,Tamil Nadu,Kerala,Tamil Nadu,6,1,0,1,0,0,0,0,0,6,1,0,2021
MA Agarwal,1130689.json,2018-01-11,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Karnataka,Hyderabad (India),Karnataka,10,6,2,0,1,10,6,0,0,0,0,2,2017
KK Nair,1130689.json,2018-01-11,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Karnataka,Hyderabad (India),Karnataka,77,42,10,1,1,36,15,41,27,0,0,5,2017
K Gowtham,1130689.json,2018-01-11,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Karnataka,Hyderabad (India),Karnataka,57,31,4,4,1,29,15,28,16,0,0,6,2017
MK Pandey,1130689.json,2018-01-11,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Karnataka,Hyderabad (India),Karnataka,11,15,0,0,1,0,0,9,11,2,4,5,2017
STR Binny,1130689.json,2018-01-11,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Karnataka,Hyderabad (India),Karnataka,9,9,0,0,1,0,0,0,0,9,9,2,2017
Pavan Deshpande,1130689.json,2018-01-11,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Karnataka,Hyderabad (India),Karnataka,12,9,0,1,0,0,0,0,0,12,9,3,2017
R Vinay Kumar,1130689.json,2018-01-11,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Karnataka,Hyderabad (India),Karnataka,15,8,1,1,0,0,0,0,0,15,8,2,2017
Tanmay Agarwal,1130689.json,2018-01-11,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Hyderabad (India),Karnataka,Karnataka,38,23,1,4,1,38,23,0,0,0,0,8,2017
PA Reddy,1130689.json,2018-01-11,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Hyderabad (India),Karnataka,Karnataka,70,29,3,7,1,22,14,48,15,0,0,4,2017
Ravi Teja,1130689.json,2018-01-11,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Hyderabad (India),Karnataka,Karnataka,14,13,1,0,1,0,0,14,13,0,0,3,2017
AT Rayudu,1130689.json,2018-01-11,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Hyderabad (India),Karnataka,Karnataka,8,8,0,0,1,0,0,8,8,0,0,1,2017
Kolla Sumanth,1130689.json,2018-01-11,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Hyderabad (India),Karnataka,Karnataka,16,12,1,0,1,0,0,16,12,0,0,1,2017
A Ashish Reddy,1130689.json,2018-01-11,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Hyderabad (India),Karnataka,Karnataka,11,11,0,0,1,0,0,6,6,5,5,0,2017
Bavanaka Sandeep,1130689.json,2018-01-11,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Hyderabad (India),Karnataka,Karnataka,34,19,2,2,1,0,0,0,0,34,19,4,2017
Akash Bhandari,1130689.json,2018-01-11,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Hyderabad (India),Karnataka,Karnataka,3,5,0,0,1,0,0,0,0,3,5,2,2017
Mehdi Hassan,1130689.json,2018-01-11,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Hyderabad (India),Karnataka,Karnataka,1,1,0,0,0,0,0,0,0,1,1,0,2017
Mohammed Siraj,1130689.json,2018-01-11,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Hyderabad (India),Karnataka,Karnataka,0,1,0,0,1,0,0,0,0,0,1,1,2017
Rajesh Dhuper,1130723.json,2018-01-12,2017/18,JSCA International Stadium Complex,Odisha,Tripura,Odisha,42,34,6,0,1,32,24,10,10,0,0,13,2017
Anurag Sarangi,1130723.json,2018-01-12,2017/18,JSCA International Stadium Complex,Odisha,Tripura,Odisha,18,15,1,1,1,16,12,2,3,0,0,5,2017
Subhransu Senapati,1130723.json,2018-01-12,2017/18,JSCA International Stadium Complex,Odisha,Tripura,Odisha,30,24,2,1,1,0,0,20,19,10,5,7,2017
Govinda Poddar,1130723.json,2018-01-12,2017/18,JSCA International Stadium Complex,Odisha,Tripura,Odisha,55,28,4,4,1,0,0,40,22,15,6,6,2017
BB Samantray,1130723.json,2018-01-12,2017/18,JSCA International Stadium Complex,Odisha,Tripura,Odisha,15,10,2,0,1,0,0,0,0,15,10,2,2017
Arabind Singh,1130723.json,2018-01-12,2017/18,JSCA International Stadium Complex,Odisha,Tripura,Odisha,4,3,0,0,0,0,0,0,0,4,3,0,2017
Suryakant Pradhan,1130723.json,2018-01-12,2017/18,JSCA International Stadium Complex,Odisha,Tripura,Odisha,13,5,1,1,1,0,0,0,0,13,5,1,2017
Prayas Singh,1130723.json,2018-01-12,2017/18,JSCA International Stadium Complex,Odisha,Tripura,Odisha,1,1,0,0,0,0,0,0,0,1,1,0,2017
SK Patel,1130723.json,2018-01-12,2017/18,JSCA International Stadium Complex,Tripura,Odisha,Odisha,0,3,0,0,1,0,3,0,0,0,0,3,2017
Yashpal Singh,1130723.json,2018-01-12,2017/18,JSCA International Stadium Complex,Tripura,Odisha,Odisha,0,2,0,0,1,0,2,0,0,0,0,2,2017
KK Acharjee,1130723.json,2018-01-12,2017/18,JSCA International Stadium Complex,Tripura,Odisha,Odisha,4,5,1,0,1,4,5,0,0,0,0,4,2017
U U Bose,1130723.json,2018-01-12,2017/18,JSCA International Stadium Complex,Tripura,Odisha,Odisha,11,9,0,1,1,11,9,0,0,0,0,5,2017
Manisankar Murasingh,1130723.json,2018-01-12,2017/18,JSCA International Stadium Complex,Tripura,Odisha,Odisha,23,20,2,1,1,15,12,8,8,0,0,8,2017
Rajat Dey,1130723.json,2018-01-12,2017/18,JSCA International Stadium Complex,Tripura,Odisha,Odisha,6,5,1,0,1,6,5,0,0,0,0,2,2017
Gurinder Singh,1130723.json,2018-01-12,2017/18,JSCA International Stadium Complex,Tripura,Odisha,Odisha,39,36,2,1,1,2,1,35,33,2,2,12,2017
SS Majumder,1130723.json,2018-01-12,2017/18,JSCA International Stadium Complex,Tripura,Odisha,Odisha,8,10,0,0,1,0,0,8,10,0,0,3,2017
